Seed,Rooms,Connections,Corridors,FloorCells,RoomCells,CorridorCells,AverageRoomArea,SmallestRoomArea,LargestRoomArea,TotalCorridorLength,AverageCorridorLength,GraphDistance,ShortestPlayablePath
816,12,11,11,1696,1112,220,92.67,36,234,278,25.27,4,97
817,13,12,12,2204,1488,273,114.46,35,456,311,25.92,4,92
818,11,10,10,1796,1180,203,107.27,36,216,258,25.80,4,96
819,15,14,14,2092,1379,279,91.93,30,198,297,21.21,4,100
820,11,10,10,2041,1437,214,130.64,45,238,230,23.00,4,92
821,16,15,15,2458,1716,290,107.25,35,297,319,21.27,4,94
822,12,11,11,2062,1466,264,122.17,35,720,293,26.64,4,104
823,13,12,12,2179,1529,273,117.62,30,374,326,27.17,3,99
824,16,15,15,2105,1346,297,84.13,30,216,335,22.33,4,84
825,16,15,15,2126,1338,268,83.63,40,220,334,22.27,4,99
826,13,12,12,1845,1192,253,91.69,25,276,308,25.67,4,102
827,14,13,13,2313,1588,250,113.43,36,390,304,23.38,4,99
828,14,13,13,2385,1666,275,119.00,30,256,305,23.46,4,103
829,14,13,13,1618,996,264,71.14,35,130,299,23.00,4,99
830,16,15,15,2077,1347,276,84.19,40,209,307,20.47,4,103
831,12,11,11,1660,979,301,81.58,30,152,321,29.18,3,111
832,15,14,14,2251,1542,317,102.80,30,400,357,25.50,4,84
833,12,11,11,1848,1224,297,102.00,30,261,316,28.73,3,108
834,15,14,14,2004,1294,292,86.27,30,192,319,22.79,3,93
835,11,10,10,2552,1879,284,170.82,25,696,305,30.50,4,111
836,14,13,13,2155,1411,240,100.79,35,190,281,21.62,4,91
837,12,11,11,1850,1269,299,105.75,35,330,358,32.55,3,78
838,16,15,15,2086,1351,287,84.44,42,144,359,23.93,4,100
839,12,11,11,1805,1242,246,103.50,30,459,291,26.45,4,105
840,14,13,13,2061,1327,260,94.79,30,288,323,24.85,4,92
841,12,11,11,1961,1353,233,112.75,56,323,279,25.36,4,110
842,15,14,14,1961,1248,311,83.20,35,170,332,23.71,4,107
843,11,10,10,2040,1395,206,126.82,50,320,231,23.10,4,90
844,15,14,14,2368,1614,293,107.60,25,297,351,25.07,4,86
845,14,13,13,2075,1432,305,102.29,25,340,348,26.77,4,120
846,15,14,14,2107,1382,312,92.13,35,270,348,24.86,4,106
847,16,15,15,2221,1502,261,93.88,36,300,301,20.07,4,106
848,16,15,15,2039,1343,279,83.94,30,242,347,23.13,4,97
849,13,12,12,1698,1104,244,84.92,40,210,314,26.17,4,100
850,13,12,12,1892,1188,280,91.38,35,320,330,27.50,4,69
851,16,15,15,2322,1541,273,96.31,30,242,351,23.40,4,107
852,16,15,15,2024,1271,306,79.44,35,230,346,23.07,4,106
853,14,13,13,1775,1086,270,77.57,25,170,326,25.08,3,107
854,12,11,11,2394,1738,257,144.83,48,280,273,24.82,4,114
855,15,14,14,2195,1405,264,93.67,40,187,315,22.50,4,95
856,12,11,11,2330,1676,288,139.67,36,594,320,29.09,3,78
857,14,13,13,2283,1559,268,111.36,35,216,298,22.92,4,91
858,12,11,11,2205,1588,267,132.33,42,285,310,28.18,3,95
859,14,13,13,1817,1182,303,84.43,25,176,339,26.08,4,102
860,11,10,10,1966,1389,210,126.27,40,270,244,24.40,4,104
861,16,15,15,1792,1094,273,68.38,35,126,326,21.73,4,98
862,11,10,10,1842,1248,261,113.45,25,352,290,29.00,4,98
863,15,14,14,1997,1341,281,89.40,30,224,338,24.14,4,87
864,12,11,11,1560,957,235,79.75,35,156,289,26.27,4,122
865,14,13,13,1959,1269,273,90.64,45,154,342,26.31,3,106
866,12,11,11,2100,1438,225,119.83,25,384,283,25.73,4,90
867,14,13,13,1903,1200,329,85.71,40,221,350,26.92,4,110
868,16,15,15,1848,1194,249,74.63,30,225,292,19.47,4,89
869,13,12,12,2159,1522,283,117.08,25,476,335,27.92,3,98
870,14,13,13,2396,1737,239,124.07,30,320,275,21.15,4,92
871,16,15,15,2411,1673,313,104.56,35,253,359,23.93,4,106
872,13,12,12,2485,1854,266,142.62,42,429,297,24.75,4,96
873,16,15,15,1862,1182,258,73.88,25,224,366,24.40,4,101
874,14,13,13,2355,1674,260,119.57,25,224,297,22.85,4,110
875,12,11,11,2130,1462,284,121.83,55,288,301,27.36,3,109
876,14,13,13,1968,1333,255,95.21,25,216,297,22.85,4,90
877,11,10,10,2234,1632,266,148.36,70,425,292,29.20,3,97
878,15,14,14,2045,1285,286,85.67,35,192,326,23.29,4,103
879,12,11,11,2222,1605,256,133.75,30,336,352,32.00,3,103
880,14,13,13,1852,1178,316,84.14,35,231,332,25.54,3,118
881,12,11,11,2202,1606,257,133.83,25,630,290,26.36,3,105
882,14,13,13,1894,1253,233,89.50,35,182,293,22.54,4,103
883,12,11,11,1834,1230,248,102.50,30,288,302,27.45,4,110
884,16,15,15,2266,1510,293,94.38,30,260,370,24.67,4,104
885,12,11,11,1875,1276,252,106.33,40,224,287,26.09,4,128
886,15,14,14,1743,1074,302,71.60,25,210,349,24.93,4,95
887,12,11,11,1880,1283,241,106.92,45,208,254,23.09,4,98
888,14,13,13,1885,1169,329,83.50,35,171,358,27.54,3,111
889,12,11,11,2153,1541,266,128.42,30,380,301,27.36,4,94
890,16,15,15,2257,1542,318,96.38,25,340,364,24.27,4,102
891,13,12,12,2083,1406,266,108.15,35,264,300,25.00,4,113
892,13,12,12,1820,1149,276,88.38,30,198,307,25.58,4,86
893,14,13,13,2030,1381,250,98.64,30,247,295,22.69,4,88
894,14,13,13,2108,1434,278,102.43,36,260,328,25.23,4,104
895,15,14,14,2308,1613,290,107.53,25,580,333,23.79,4,110
896,15,14,14,2296,1599,281,106.60,35,518,327,23.36,4,108
897,13,12,12,1901,1253,226,96.38,40,270,263,21.92,4,93
898,11,10,10,2289,1629,253,148.09,30,418,281,28.10,3,71
899,16,15,15,2255,1530,293,95.63,42,170,340,22.67,4,106
900,11,10,10,2238,1611,233,146.45,55,528,287,28.70,4,95
901,14,13,13,2348,1595,269,113.93,30,272,292,22.46,4,108
902,12,11,11,1729,1066,315,88.83,25,252,354,32.18,3,88
903,15,14,14,1917,1224,297,81.60,25,192,325,23.21,4,102
904,11,10,10,1808,1197,285,108.82,48,360,307,30.70,3,97
905,15,14,14,2100,1382,306,92.13,40,210,358,25.57,4,109
906,13,12,12,1953,1370,231,105.38,30,437,280,23.33,4,105
907,14,13,13,2078,1357,304,96.93,42,198,345,26.54,3,102
908,11,10,10,1984,1351,226,122.82,42,300,246,24.60,4,94
909,15,14,14,1839,1126,302,75.07,30,156,345,24.64,3,105
910,12,11,11,1677,1090,265,90.83,40,220,371,33.73,4,104
911,14,13,13,1717,1072,271,76.57,25,198,300,23.08,4,107
912,16,15,15,2166,1464,254,91.50,35,304,301,20.07,4,93
913,14,13,13,2456,1756,247,125.43,45,552,326,25.08,3,94
914,14,13,13,2172,1539,260,109.93,35,440,302,23.23,4,109
915,14,13,13,2127,1412,328,100.86,48,308,349,26.85,3,98
916,16,15,15,2293,1514,275,94.63,30,234,319,21.27,4,111
917,14,13,13,2339,1600,288,114.29,30,400,332,25.54,4,96
918,14,13,13,2149,1478,253,105.57,36,210,282,21.69,4,98
919,16,15,15,2184,1436,307,89.75,35,399,376,25.07,4,107
920,14,13,13,1961,1257,259,89.79,42,171,303,23.31,4,83
921,12,11,11,2112,1473,302,122.75,25,484,344,31.27,3,92
922,16,15,15,2102,1354,295,84.63,25,168,350,23.33,4,107
923,12,11,11,1887,1200,305,100.00,35,221,373,33.91,3,117
924,14,13,13,2260,1559,237,111.36,35,420,313,24.08,4,81
925,11,10,10,1936,1311,263,119.18,25,324,307,30.70,3,78
926,15,14,14,1872,1200,263,80.00,25,138,304,21.71,4,100
927,12,11,11,1657,1091,232,90.92,42,208,289,26.27,4,111
928,15,14,14,2176,1523,310,101.53,30,288,361,25.79,3,108
929,12,11,11,2246,1558,226,129.83,36,400,253,23.00,4,89
930,14,13,13,1835,1197,269,85.50,25,198,318,24.46,4,109
931,11,10,10,1853,1293,227,117.55,42,456,249,24.90,4,97
932,14,13,13,1824,1148,286,82.00,30,168,310,23.85,3,96
933,12,11,11,2486,1818,215,151.50,30,552,240,21.82,4,89
934,16,15,15,2775,2073,302,129.56,30,648,327,21.80,4,85
935,14,13,13,2127,1466,261,104.71,35,304,305,23.46,4,106
936,14,13,13,2019,1359,279,97.07,25,288,332,25.54,3,112
937,13,12,12,1825,1162,297,89.38,48,168,342,28.50,3,103
938,16,15,15,2036,1405,239,87.81,30,176,317,21.13,4,82
939,16,15,15,2206,1463,295,91.44,35,187,328,21.87,4,103
940,13,12,12,2122,1502,273,115.54,54,345,343,28.58,3,99
941,14,13,13,2116,1457,257,104.07,48,187,300,23.08,4,106
942,12,11,11,2155,1482,319,123.50,35,504,343,31.18,3,102
943,15,14,14,1899,1222,300,81.47,25,207,326,23.29,4,91
944,10,9,9,1891,1266,263,126.60,60,350,337,37.44,2,99
945,15,14,14,2351,1607,249,107.13,35,280,284,20.29,4,98
946,12,11,11,2121,1523,249,126.92,36,325,282,25.64,4,106
947,15,14,14,2111,1383,246,92.20,40,210,300,21.43,4,84
948,12,11,11,2041,1379,326,114.92,30,476,388,35.27,3,88
949,15,14,14,2153,1419,272,94.60,36,180,313,22.36,4,102
950,12,11,11,1653,1147,199,95.58,25,435,250,22.73,4,105
951,16,15,15,2145,1461,278,91.31,30,176,333,22.20,4,102
952,12,11,11,1807,1178,231,98.17,25,252,256,23.27,4,108
953,16,15,15,1795,1129,307,70.56,35,126,353,23.53,4,106
954,11,10,10,2014,1385,210,125.91,40,342,261,26.10,4,112
955,15,14,14,1789,1086,277,72.40,30,165,313,22.36,4,98
956,15,14,14,2371,1706,239,113.73,30,621,304,21.71,3,101
957,16,15,15,2408,1645,286,102.81,30,480,353,23.53,4,83
958,14,13,13,2090,1396,268,99.71,30,300,312,24.00,4,111
959,13,12,12,1974,1271,337,97.77,25,260,370,30.83,3,105
960,16,15,15,2036,1263,336,78.94,30,225,378,25.20,4,135
961,14,13,13,2165,1436,287,102.57,30,220,358,27.54,3,99
962,13,12,12,1736,1132,254,87.08,36,168,301,25.08,3,107
963,14,13,13,2428,1728,322,123.43,25,533,350,26.92,3,112
964,16,15,15,2257,1507,286,94.19,30,286,317,21.13,4,93
965,12,11,11,2027,1339,251,111.58,36,483,297,27.00,3,118
966,15,14,14,1876,1161,278,77.40,30,220,316,22.57,4,98
967,11,10,10,2034,1422,247,129.27,36,260,308,30.80,3,58
968,15,14,14,2098,1389,265,92.60,30,154,314,22.43,4,102
969,11,10,10,2210,1510,228,137.27,45,357,306,30.60,3,79
970,15,14,14,2095,1378,296,91.87,30,240,358,25.57,3,113
971,10,9,9,2029,1433,242,143.30,60,513,256,28.44,4,104
972,14,13,13,2059,1341,271,95.79,45,288,288,22.15,4,114
973,11,10,10,1740,1116,211,101.45,30,210,251,25.10,4,103
974,15,14,14,2279,1531,264,102.07,35,252,297,21.21,4,102
975,12,11,11,1850,1222,258,101.83,30,260,294,26.73,4,104
976,15,14,14,2053,1362,289,90.80,30,165,335,23.93,4,81
977,12,11,11,1710,1091,232,90.92,35,182,269,24.45,4,92
978,15,14,14,1884,1223,262,81.53,25,480,351,25.07,3,96
979,14,13,13,1925,1263,253,90.21,40,171,295,22.69,4,106
980,13,12,12,2172,1503,303,115.62,40,198,322,26.83,4,99
981,16,15,15,1754,1100,280,68.75,25,168,323,21.53,4,98
982,13,12,12,2513,1824,286,140.31,35,468,329,27.42,3,100
983,13,12,12,1603,959,268,73.77,40,135,309,25.75,3,98
984,14,13,13,2020,1283,267,91.64,48,209,285,21.92,4,95
985,14,13,13,1983,1293,295,92.36,25,312,331,25.46,4,98
986,12,11,11,2397,1689,340,140.75,25,648,378,34.36,3,89
987,16,15,15,2565,1775,266,110.94,30,432,323,21.53,4,100
988,12,11,11,2099,1432,301,119.33,35,247,339,30.82,3,98
989,14,13,13,2162,1516,290,108.29,30,273,323,24.85,3,117
990,12,11,11,1846,1220,259,101.67,30,225,304,27.64,3,91
991,15,14,14,2295,1656,288,110.40,36,275,318,22.71,4,101
992,12,11,11,2117,1497,305,124.75,40,323,341,31.00,3,106
993,14,13,13,2190,1503,311,107.36,25,306,340,26.15,4,99
994,11,10,10,2318,1744,211,158.55,42,660,239,23.90,4,91
995,14,13,13,1862,1205,285,86.07,40,252,317,24.38,4,83
996,11,10,10,1750,1184,196,107.64,30,323,211,21.10,4,95
997,15,14,14,1947,1223,306,81.53,25,270,379,27.07,3,112
998,12,11,11,1961,1319,237,109.92,25,289,275,25.00,4,92
999,15,14,14,2007,1316,307,87.73,30,338,341,24.36,4,112
1000,11,10,10,2167,1518,203,138.00,48,306,227,22.70,4,92
