Seed,Rooms,Connections,Corridors,FloorCells,RoomCells,CorridorCells,CAAddedCells,AverageRoomArea,SmallestRoomArea,LargestRoomArea,TotalCorridorLength,AverageCorridorLength,GraphDistance,ShortestPlayablePath,GenerationTimeMs
674,12,11,11,2427,1833,327,499,152.75,50,437,358,32.55,3,77,40.5209
675,14,13,13,2219,1507,276,609,107.64,40,315,300,23.08,4,95,45.5207
676,11,10,10,1786,1186,283,430,107.82,36,312,303,30.30,3,112,30.9466
677,15,14,14,2243,1553,266,572,103.53,35,352,300,21.43,4,84,29.3159
678,12,11,11,2519,1830,339,529,152.50,30,704,365,33.18,3,85,29.4955
679,14,13,13,1864,1224,265,545,87.43,40,230,288,22.15,4,101,21.0581
680,12,11,11,1984,1343,261,516,111.92,30,345,290,26.36,4,105,22.8087
681,15,14,14,2131,1331,310,639,88.73,35,252,370,26.43,4,105,25.1305
682,11,10,10,1574,1003,248,435,91.18,42,256,261,26.10,4,101,17.3908
683,14,13,13,2221,1453,271,635,103.79,45,297,313,24.08,3,97,25.7403
684,12,11,11,1996,1359,241,534,113.25,30,288,275,25.00,4,98,19.6687
685,14,13,13,1910,1215,328,501,86.79,25,266,372,28.62,3,94,20.9400
686,11,10,10,1442,900,215,411,81.82,35,176,255,25.50,4,95,15.2536
687,15,14,14,1757,1077,319,511,71.80,25,168,378,27.00,4,93,21.0114
688,11,10,10,1868,1269,195,498,115.36,42,286,244,24.40,4,105,20.0111
689,16,15,15,1974,1345,271,524,84.06,40,171,332,22.13,4,97,22.2943
690,13,12,12,2015,1401,225,500,107.77,30,400,294,24.50,3,101,21.5098
691,13,12,12,2046,1333,216,621,102.54,42,176,276,23.00,4,104,25.9240
692,14,13,13,2501,1740,253,658,124.29,25,247,309,23.77,4,94,28.0099
693,14,13,13,1862,1222,294,502,87.29,25,168,347,26.69,3,105,20.6761
694,15,14,14,2123,1418,273,550,94.53,30,225,330,23.57,4,99,23.9056
695,14,13,13,2476,1733,295,600,123.79,35,360,312,24.00,4,98,27.6614
696,13,12,12,2213,1466,278,622,112.77,30,342,300,25.00,4,99,23.5213
697,10,9,9,1888,1281,210,504,128.10,45,310,264,29.33,3,91,21.3193
698,16,15,15,2102,1401,305,554,87.56,35,154,340,22.67,4,105,23.1977
699,11,10,10,1489,886,264,435,80.55,30,168,305,30.50,4,80,15.5028
700,15,14,14,2033,1343,265,592,89.53,25,198,302,21.57,4,109,22.4865
701,11,10,10,2152,1550,257,501,140.91,36,484,288,28.80,3,72,22.8511
702,15,14,14,1963,1265,281,569,84.33,25,273,329,23.50,4,108,21.3935
703,11,10,10,1838,1243,279,425,113.00,25,464,306,30.60,4,113,19.1779
704,14,13,13,1926,1263,283,539,90.21,30,306,345,26.54,3,100,20.8636
705,11,10,10,1789,1126,237,530,102.36,54,285,273,27.30,4,105,19.1303
706,15,14,14,2181,1484,284,578,98.93,40,230,330,23.57,4,106,32.9722
707,12,11,11,2028,1391,219,564,115.92,49,325,258,23.45,4,102,21.9749
708,14,13,13,2058,1385,248,559,98.93,36,242,327,25.15,4,96,26.0287
709,11,10,10,1797,1168,231,503,106.18,60,195,267,26.70,4,94,18.8379
710,15,14,14,1922,1283,270,535,85.53,30,234,303,21.64,4,105,21.2627
711,16,15,15,1800,1143,272,543,71.44,30,225,320,21.33,4,104,19.4555
712,16,15,15,2328,1555,271,667,97.19,35,231,359,23.93,4,98,26.1130
713,14,13,13,2142,1467,251,555,104.79,25,374,300,23.08,4,115,22.8775
714,14,13,13,1930,1236,283,564,88.29,30,153,323,24.85,4,109,20.4965
715,16,15,15,2172,1438,292,627,89.88,25,200,338,22.53,4,112,24.1561
716,14,13,13,1953,1270,297,549,90.71,55,216,318,24.46,3,100,21.7036
717,14,13,13,2096,1405,257,559,100.36,35,238,314,24.15,4,101,24.2317
718,14,13,13,2039,1393,235,562,99.50,40,276,317,24.38,4,102,22.8251
719,15,14,14,1871,1269,256,485,84.60,40,162,326,23.29,4,106,19.9123
720,11,10,10,2244,1688,227,471,153.45,30,552,291,29.10,3,69,23.0372
721,16,15,15,1939,1209,265,605,75.56,25,154,308,20.53,4,95,22.9999
722,12,11,11,2309,1699,266,511,141.58,30,506,301,27.36,4,109,26.2509
723,15,14,14,1948,1176,319,603,78.40,25,240,369,26.36,4,129,21.6204
724,11,10,10,2225,1507,277,575,137.00,45,432,301,30.10,3,101,25.5752
725,16,15,15,2398,1636,279,655,102.25,25,198,307,20.47,4,97,30.2529
726,11,10,10,1389,839,275,397,76.27,25,240,312,31.20,3,109,14.8258
727,14,13,13,2256,1594,290,558,113.86,40,224,330,25.38,4,101,24.8057
728,11,10,10,2136,1554,246,461,141.27,35,720,261,26.10,4,104,35.6132
729,14,13,13,1798,1104,261,554,78.86,25,198,278,21.38,4,99,18.9438
730,12,11,11,2132,1523,232,529,126.92,35,280,264,24.00,4,96,22.8968
731,13,12,12,2371,1631,278,628,125.46,42,204,299,24.92,3,98,27.0139
732,12,11,11,1915,1300,200,538,108.33,42,253,267,24.27,4,102,21.6121
733,15,14,14,2116,1422,277,599,94.80,30,217,297,21.21,4,103,24.0087
734,14,13,13,1362,750,264,462,53.57,30,120,322,24.77,4,102,15.0509
735,14,13,13,2157,1427,302,594,101.93,63,221,330,25.38,4,96,24.2961
736,14,13,13,2065,1434,250,530,102.43,30,209,281,21.62,4,95,21.5929
737,13,12,12,2535,1793,279,637,137.92,48,544,313,26.08,4,109,29.8715
738,16,15,15,1990,1290,272,560,80.63,35,247,324,21.60,4,122,22.4091
739,16,15,15,1986,1280,314,548,80.00,25,380,348,23.20,4,116,22.9293
740,14,13,13,1442,832,271,465,59.43,35,99,314,24.15,4,114,15.9845
741,11,10,10,1915,1301,201,533,118.27,36,231,283,28.30,4,99,20.5188
742,16,15,15,1976,1254,325,572,78.38,25,238,369,24.60,4,134,22.7813
743,10,9,9,1699,1109,301,429,110.90,30,440,316,35.11,3,103,17.4990
744,15,14,14,2074,1392,267,584,92.80,30,224,302,21.57,4,103,23.3228
745,12,11,11,2026,1394,246,523,116.17,30,384,281,25.55,4,91,21.4586
746,15,14,14,2523,1796,316,593,119.73,42,384,337,24.07,4,107,27.6432
747,10,9,9,2229,1670,260,464,167.00,30,552,297,33.00,3,79,22.7665
748,15,14,14,1950,1264,318,515,84.27,35,266,365,26.07,3,101,20.8533
749,12,11,11,1565,1014,229,445,84.50,30,132,255,23.18,4,99,15.9216
750,15,14,14,2232,1522,296,583,101.47,25,310,339,24.21,4,115,25.2641
751,12,11,11,1518,929,210,477,77.42,36,140,249,22.64,4,99,16.3352
752,14,13,13,2148,1396,289,620,99.71,35,195,348,26.77,4,102,24.5879
753,12,11,11,2167,1585,209,509,132.08,35,299,262,23.82,4,89,23.7642
754,14,13,13,2128,1430,303,550,102.14,35,210,338,26.00,4,102,23.6400
755,13,12,12,1966,1299,241,539,99.92,30,189,269,22.42,4,98,21.2507
756,13,12,12,1819,1147,241,540,88.23,40,203,310,25.83,4,91,19.1688
757,13,12,12,1739,1082,279,494,83.23,30,391,349,29.08,3,106,17.9891
758,14,13,13,1987,1262,293,568,90.14,45,200,329,25.31,4,98,21.1274
759,16,15,15,1803,1135,257,568,70.94,25,225,296,19.73,4,92,19.7950
760,15,14,14,2149,1475,291,550,98.33,25,378,354,25.29,4,101,23.3876
761,14,13,13,1881,1249,292,494,89.21,30,168,310,23.85,4,101,19.8052
762,14,13,13,2433,1693,275,632,120.93,50,391,321,24.69,3,102,27.2872
763,14,13,13,2020,1433,232,472,102.36,30,325,288,22.15,4,88,22.3118
764,11,10,10,2040,1465,267,447,133.18,30,729,320,32.00,3,105,21.6285
765,14,13,13,1911,1196,255,580,85.43,36,192,321,24.69,4,104,20.8358
766,11,10,10,2178,1544,271,524,140.36,40,340,320,32.00,3,81,22.1473
767,14,13,13,2228,1462,259,650,104.43,35,360,326,25.08,4,100,25.1061
768,12,11,11,1692,1098,249,497,91.50,40,168,278,25.27,3,101,18.9462
769,15,14,14,1912,1193,294,587,79.53,35,336,321,22.93,4,101,21.0582
770,11,10,10,2414,1707,336,528,155.18,40,782,358,35.80,3,85,25.3589
771,15,14,14,2366,1590,257,658,106.00,50,230,326,23.29,4,109,26.3336
772,12,11,11,2240,1573,237,579,131.08,35,350,266,24.18,4,100,23.4859
773,15,14,14,2033,1315,288,570,87.67,30,200,325,23.21,3,106,23.0464
774,12,11,11,2225,1568,266,559,130.67,45,299,309,28.09,4,100,25.0328
775,14,13,13,2103,1457,284,546,104.07,25,414,306,23.54,4,108,23.2318
776,12,11,11,1499,921,258,431,76.75,30,270,319,29.00,4,109,15.9067
777,14,13,13,2203,1495,293,566,106.79,40,240,340,26.15,3,110,24.6442
778,14,13,13,2022,1389,243,536,99.21,45,182,276,21.23,4,98,21.8827
779,15,14,14,2412,1709,290,599,113.93,35,324,352,25.14,4,102,30.4030
780,13,12,12,2017,1350,301,511,103.85,30,288,347,28.92,3,101,45.4644
781,14,13,13,2150,1418,252,619,101.29,40,308,295,22.69,4,91,26.3468
782,13,12,12,2506,1912,235,526,147.08,42,493,261,21.75,4,95,26.7531
783,13,12,12,2235,1582,278,572,121.69,25,336,301,25.08,4,100,26.4271
784,14,13,13,2185,1532,254,568,109.43,36,336,301,23.15,4,97,24.4176
785,16,15,15,1916,1196,302,547,74.75,30,176,378,25.20,4,104,20.7019
786,15,14,14,2206,1444,271,644,96.27,35,189,326,23.29,4,93,22.3168
787,12,11,11,2931,2248,267,609,187.33,30,459,336,30.55,3,69,28.9948
788,14,13,13,2154,1466,241,594,104.71,30,330,298,22.92,4,94,23.3310
789,11,10,10,1791,1192,267,458,108.36,25,256,281,28.10,3,106,18.9874
790,15,14,14,1821,1139,289,542,75.93,35,154,323,23.07,4,102,19.9985
791,11,10,10,2150,1589,238,470,144.45,35,648,344,34.40,3,83,23.6389
792,14,13,13,1945,1258,243,569,89.86,30,288,317,24.38,3,95,22.1115
793,12,11,11,1873,1264,216,507,105.33,25,352,242,22.00,4,94,18.6675
794,15,14,14,2172,1497,247,578,99.80,30,299,325,23.21,4,103,24.6491
795,11,10,10,1818,1222,196,510,111.09,36,352,206,20.60,4,93,18.2549
796,15,14,14,2357,1585,316,619,105.67,42,231,342,24.43,4,106,26.1107
797,11,10,10,1783,1265,205,415,115.00,30,440,235,23.50,4,87,16.2735
798,16,15,15,2281,1541,320,599,96.31,35,320,342,22.80,4,91,25.6608
799,12,11,11,1773,1152,237,491,96.00,25,171,261,23.73,4,94,18.7109
800,14,13,13,1824,1182,231,530,84.43,36,144,311,23.92,4,101,19.9459
801,14,13,13,2299,1635,260,558,116.79,30,396,294,22.62,4,90,25.3369
802,16,15,15,1916,1214,278,566,75.88,35,120,355,23.67,4,99,21.6094
803,16,15,15,2078,1346,285,593,84.13,25,162,333,22.20,4,110,23.4441
804,15,14,14,2202,1557,309,537,103.80,36,248,359,25.64,4,109,24.8962
805,14,13,13,1999,1330,220,570,95.00,30,252,271,20.85,4,101,21.6881
806,16,15,15,1730,1039,282,562,64.94,30,209,341,22.73,4,106,19.8316
807,15,14,14,2404,1701,280,606,113.40,25,336,338,24.14,3,97,29.0358
808,12,11,11,1623,1011,289,435,84.25,30,240,308,28.00,3,111,18.0682
809,14,13,13,2061,1347,257,603,96.21,36,196,280,21.54,4,109,23.3806
810,12,11,11,1827,1201,254,503,100.08,35,240,313,28.45,3,72,18.1280
811,14,13,13,2077,1356,274,601,96.86,30,195,322,24.77,3,95,23.3459
812,11,10,10,1746,1143,271,455,103.91,35,174,315,31.50,3,76,15.4925
813,15,14,14,1912,1249,248,551,83.27,30,154,278,19.86,4,83,22.1413
814,12,11,11,1620,1062,275,434,88.50,35,260,326,29.64,3,80,16.5329
815,16,15,15,2157,1410,319,612,88.13,36,150,348,23.20,4,108,28.6168
816,12,11,11,1696,1112,220,476,92.67,36,234,278,25.27,4,97,18.9772
817,13,12,12,2204,1488,273,605,114.46,35,456,311,25.92,4,92,26.7294
818,11,10,10,1796,1180,203,523,107.27,36,216,258,25.80,4,96,18.7242
819,15,14,14,2092,1379,279,613,91.93,30,198,297,21.21,4,100,24.0623
820,11,10,10,2041,1437,214,507,130.64,45,238,230,23.00,4,92,21.6451
821,16,15,15,2458,1716,290,648,107.25,35,297,319,21.27,4,94,28.3048
822,12,11,11,2062,1466,264,467,122.17,35,720,293,26.64,4,104,23.2196
823,13,12,12,2179,1529,273,532,117.62,30,374,326,27.17,3,99,30.2017
824,16,15,15,2105,1346,297,622,84.13,30,216,335,22.33,4,84,24.6039
825,16,15,15,2126,1338,268,640,83.63,40,220,334,22.27,4,99,23.9439
826,13,12,12,1845,1192,253,510,91.69,25,276,308,25.67,4,102,18.8332
827,14,13,13,2313,1588,250,627,113.43,36,390,304,23.38,4,99,25.5119
828,14,13,13,2385,1666,275,628,119.00,30,256,305,23.46,4,103,28.4941
829,14,13,13,1618,996,264,493,71.14,35,130,299,23.00,4,99,17.8080
830,16,15,15,2077,1347,276,621,84.19,40,209,307,20.47,4,103,23.0730
831,12,11,11,1660,979,301,501,81.58,30,152,321,29.18,3,111,17.7546
832,15,14,14,2251,1542,317,562,102.80,30,400,357,25.50,4,84,37.1084
833,12,11,11,1848,1224,297,461,102.00,30,261,316,28.73,3,108,20.3261
834,15,14,14,2004,1294,292,560,86.27,30,192,319,22.79,3,93,22.5255
835,11,10,10,2552,1879,284,548,170.82,25,696,305,30.50,4,111,28.4002
836,14,13,13,2155,1411,240,652,100.79,35,190,281,21.62,4,91,24.4132
837,12,11,11,1850,1269,299,434,105.75,35,330,358,32.55,3,78,17.5711
838,16,15,15,2086,1351,287,602,84.44,42,144,359,23.93,4,100,23.9237
839,12,11,11,1805,1242,246,471,103.50,30,459,291,26.45,4,105,19.5016
840,14,13,13,2061,1327,260,612,94.79,30,288,323,24.85,4,92,23.3553
841,12,11,11,1961,1353,233,507,112.75,56,323,279,25.36,4,110,21.0018
842,15,14,14,1961,1248,311,571,83.20,35,170,332,23.71,4,107,22.5472
843,11,10,10,2040,1395,206,555,126.82,50,320,231,23.10,4,90,21.1846
844,15,14,14,2368,1614,293,626,107.60,25,297,351,25.07,4,86,26.3564
845,14,13,13,2075,1432,305,501,102.29,25,340,348,26.77,4,120,22.9298
846,15,14,14,2107,1382,312,601,92.13,35,270,348,24.86,4,106,23.7536
847,16,15,15,2221,1502,261,594,93.88,36,300,301,20.07,4,106,24.7039
848,16,15,15,2039,1343,279,585,83.94,30,242,347,23.13,4,97,22.7883
849,13,12,12,1698,1104,244,476,84.92,40,210,314,26.17,4,100,18.2026
850,13,12,12,1892,1188,280,569,91.38,35,320,330,27.50,4,69,20.2498
851,16,15,15,2322,1541,273,668,96.31,30,242,351,23.40,4,107,26.6778
852,16,15,15,2024,1271,306,616,79.44,35,230,346,23.07,4,106,22.6256
853,14,13,13,1775,1086,270,547,77.57,25,170,326,25.08,3,107,19.7740
854,12,11,11,2394,1738,257,586,144.83,48,280,273,24.82,4,114,26.9111
855,15,14,14,2195,1405,264,668,93.67,40,187,315,22.50,4,95,25.7746
856,12,11,11,2330,1676,288,556,139.67,36,594,320,29.09,3,78,27.4914
857,14,13,13,2283,1559,268,622,111.36,35,216,298,22.92,4,91,24.8827
858,12,11,11,2205,1588,267,503,132.33,42,285,310,28.18,3,95,24.1404
859,14,13,13,1817,1182,303,486,84.43,25,176,339,26.08,4,102,18.4114
860,11,10,10,1966,1389,210,499,126.27,40,270,244,24.40,4,104,21.3638
861,16,15,15,1792,1094,273,562,68.38,35,126,326,21.73,4,98,20.3237
862,11,10,10,1842,1248,261,470,113.45,25,352,290,29.00,4,98,20.0670
863,15,14,14,1997,1341,281,533,89.40,30,224,338,24.14,4,87,22.3335
864,12,11,11,1560,957,235,489,79.75,35,156,289,26.27,4,122,16.9112
865,14,13,13,1959,1269,273,548,90.64,45,154,342,26.31,3,106,21.7980
866,12,11,11,2100,1438,225,593,119.83,25,384,283,25.73,4,90,22.2696
867,14,13,13,1903,1200,329,535,85.71,40,221,350,26.92,4,110,20.5644
868,16,15,15,1848,1194,249,550,74.63,30,225,292,19.47,4,89,20.7479
869,13,12,12,2159,1522,283,497,117.08,25,476,335,27.92,3,98,23.5916
870,14,13,13,2396,1737,239,589,124.07,30,320,275,21.15,4,92,26.9622
871,16,15,15,2411,1673,313,606,104.56,35,253,359,23.93,4,106,28.1642
872,13,12,12,2485,1854,266,540,142.62,42,429,297,24.75,4,96,27.3817
873,16,15,15,1862,1182,258,547,73.88,25,224,366,24.40,4,101,20.6872
874,14,13,13,2355,1674,260,581,119.57,25,224,297,22.85,4,110,26.3872
875,12,11,11,2130,1462,284,552,121.83,55,288,301,27.36,3,109,23.0990
876,14,13,13,1968,1333,255,519,95.21,25,216,297,22.85,4,90,20.7303
877,11,10,10,2234,1632,266,475,148.36,70,425,292,29.20,3,97,22.3303
878,15,14,14,2045,1285,286,623,85.67,35,192,326,23.29,4,103,22.4265
879,12,11,11,2222,1605,256,527,133.75,30,336,352,32.00,3,103,24.6033
880,14,13,13,1852,1178,316,487,84.14,35,231,332,25.54,3,118,19.5291
881,12,11,11,2202,1606,257,486,133.83,25,630,290,26.36,3,105,23.2272
882,14,13,13,1894,1253,233,542,89.50,35,182,293,22.54,4,103,21.0770
883,12,11,11,1834,1230,248,490,102.50,30,288,302,27.45,4,110,19.3880
884,16,15,15,2266,1510,293,619,94.38,30,260,370,24.67,4,104,38.5994
885,12,11,11,1875,1276,252,473,106.33,40,224,287,26.09,4,128,19.7901
886,15,14,14,1743,1074,302,499,71.60,25,210,349,24.93,4,95,18.1781
887,12,11,11,1880,1283,241,505,106.92,45,208,254,23.09,4,98,19.8459
888,14,13,13,1885,1169,329,533,83.50,35,171,358,27.54,3,111,21.2064
889,12,11,11,2153,1541,266,498,128.42,30,380,301,27.36,4,94,23.5355
890,16,15,15,2257,1542,318,566,96.38,25,340,364,24.27,4,102,24.8667
891,13,12,12,2083,1406,266,564,108.15,35,264,300,25.00,4,113,21.8419
892,13,12,12,1820,1149,276,539,88.38,30,198,307,25.58,4,86,20.1697
893,14,13,13,2030,1381,250,538,98.64,30,247,295,22.69,4,88,21.4371
894,14,13,13,2108,1434,278,569,102.43,36,260,328,25.23,4,104,23.3991
895,15,14,14,2308,1613,290,568,107.53,25,580,333,23.79,4,110,26.4958
896,15,14,14,2296,1599,281,591,106.60,35,518,327,23.36,4,108,25.4507
897,13,12,12,1901,1253,226,555,96.38,40,270,263,21.92,4,93,19.3565
898,11,10,10,2289,1629,253,535,148.09,30,418,281,28.10,3,71,20.7337
899,16,15,15,2255,1530,293,615,95.63,42,170,340,22.67,4,106,26.1509
900,11,10,10,2238,1611,233,529,146.45,55,528,287,28.70,4,95,24.4988
901,14,13,13,2348,1595,269,633,113.93,30,272,292,22.46,4,108,26.4241
902,12,11,11,1729,1066,315,491,88.83,25,252,354,32.18,3,88,19.6109
903,15,14,14,1917,1224,297,551,81.60,25,192,325,23.21,4,102,22.8298
904,11,10,10,1808,1197,285,458,108.82,48,360,307,30.70,3,97,19.6547
905,15,14,14,2100,1382,306,559,92.13,40,210,358,25.57,4,109,24.7209
906,13,12,12,1953,1370,231,480,105.38,30,437,280,23.33,4,105,18.8263
907,14,13,13,2078,1357,304,553,96.93,42,198,345,26.54,3,102,22.3197
908,11,10,10,1984,1351,226,510,122.82,42,300,246,24.60,4,94,20.5056
909,15,14,14,1839,1126,302,559,75.07,30,156,345,24.64,3,105,20.3587
910,12,11,11,1677,1090,265,418,90.83,40,220,371,33.73,4,104,17.0970
911,14,13,13,1717,1072,271,523,76.57,25,198,300,23.08,4,107,19.8066
912,16,15,15,2166,1464,254,605,91.50,35,304,301,20.07,4,93,24.2685
913,14,13,13,2456,1756,247,605,125.43,45,552,326,25.08,3,94,27.0137
914,14,13,13,2172,1539,260,516,109.93,35,440,302,23.23,4,109,22.9477
915,14,13,13,2127,1412,328,559,100.86,48,308,349,26.85,3,98,23.3230
916,16,15,15,2293,1514,275,673,94.63,30,234,319,21.27,4,111,26.1426
917,14,13,13,2339,1600,288,606,114.29,30,400,332,25.54,4,96,25.6666
918,14,13,13,2149,1478,253,570,105.57,36,210,282,21.69,4,98,23.3507
919,16,15,15,2184,1436,307,572,89.75,35,399,376,25.07,4,107,23.8744
920,14,13,13,1961,1257,259,576,89.79,42,171,303,23.31,4,83,21.5671
921,12,11,11,2112,1473,302,519,122.75,25,484,344,31.27,3,92,20.8405
922,16,15,15,2102,1354,295,632,84.63,25,168,350,23.33,4,107,24.2256
923,12,11,11,1887,1200,305,521,100.00,35,221,373,33.91,3,117,19.8685
924,14,13,13,2260,1559,237,609,111.36,35,420,313,24.08,4,81,23.3108
925,11,10,10,1936,1311,263,480,119.18,25,324,307,30.70,3,78,17.8252
926,15,14,14,1872,1200,263,562,80.00,25,138,304,21.71,4,100,21.0502
927,12,11,11,1657,1091,232,488,90.92,42,208,289,26.27,4,111,18.3488
928,15,14,14,2176,1523,310,519,101.53,30,288,361,25.79,3,108,23.5644
929,12,11,11,2246,1558,226,598,129.83,36,400,253,23.00,4,89,22.9753
930,14,13,13,1835,1197,269,491,85.50,25,198,318,24.46,4,109,20.5959
931,11,10,10,1853,1293,227,459,117.55,42,456,249,24.90,4,97,19.8167
932,14,13,13,1824,1148,286,549,82.00,30,168,310,23.85,3,96,20.3002
933,12,11,11,2486,1818,215,563,151.50,30,552,240,21.82,4,89,25.9919
934,16,15,15,2775,2073,302,620,129.56,30,648,327,21.80,4,85,31.1425
935,14,13,13,2127,1466,261,548,104.71,35,304,305,23.46,4,106,22.7953
936,14,13,13,2019,1359,279,537,97.07,25,288,332,25.54,3,112,38.0498
937,13,12,12,1825,1162,297,492,89.38,48,168,342,28.50,3,103,20.3606
938,16,15,15,2036,1405,239,532,87.81,30,176,317,21.13,4,82,22.7366
939,16,15,15,2206,1463,295,613,91.44,35,187,328,21.87,4,103,25.5093
940,13,12,12,2122,1502,273,523,115.54,54,345,343,28.58,3,99,23.4443
941,14,13,13,2116,1457,257,555,104.07,48,187,300,23.08,4,106,22.8545
942,12,11,11,2155,1482,319,508,123.50,35,504,343,31.18,3,102,22.7267
943,15,14,14,1899,1222,300,545,81.47,25,207,326,23.29,4,91,20.8435
944,10,9,9,1891,1266,263,508,126.60,60,350,337,37.44,2,99,20.4700
945,15,14,14,2351,1607,249,640,107.13,35,280,284,20.29,4,98,26.0278
946,12,11,11,2121,1523,249,524,126.92,36,325,282,25.64,4,106,23.7572
947,15,14,14,2111,1383,246,629,92.20,40,210,300,21.43,4,84,24.1358
948,12,11,11,2041,1379,326,507,114.92,30,476,388,35.27,3,88,22.0679
949,15,14,14,2153,1419,272,639,94.60,36,180,313,22.36,4,102,25.3205
950,12,11,11,1653,1147,199,416,95.58,25,435,250,22.73,4,105,17.4907
951,16,15,15,2145,1461,278,562,91.31,30,176,333,22.20,4,102,23.9592
952,12,11,11,1807,1178,231,522,98.17,25,252,256,23.27,4,108,19.2058
953,16,15,15,1795,1129,307,506,70.56,35,126,353,23.53,4,106,19.8026
954,11,10,10,2014,1385,210,529,125.91,40,342,261,26.10,4,112,21.9322
955,15,14,14,1789,1086,277,556,72.40,30,165,313,22.36,4,98,19.2799
956,15,14,14,2371,1706,239,584,113.73,30,621,304,21.71,3,101,27.1043
957,16,15,15,2408,1645,286,643,102.81,30,480,353,23.53,4,83,27.0555
958,14,13,13,2090,1396,268,561,99.71,30,300,312,24.00,4,111,22.2240
959,13,12,12,1974,1271,337,517,97.77,25,260,370,30.83,3,105,21.1404
960,16,15,15,2036,1263,336,606,78.94,30,225,378,25.20,4,135,22.2874
961,14,13,13,2165,1436,287,587,102.57,30,220,358,27.54,3,99,24.0616
962,13,12,12,1736,1132,254,487,87.08,36,168,301,25.08,3,107,18.9501
963,14,13,13,2428,1728,322,594,123.43,25,533,350,26.92,3,112,26.9903
964,16,15,15,2257,1507,286,629,94.19,30,286,317,21.13,4,93,25.0440
965,12,11,11,2027,1339,251,541,111.58,36,483,297,27.00,3,118,21.8504
966,15,14,14,1876,1161,278,567,77.40,30,220,316,22.57,4,98,21.9333
967,11,10,10,2034,1422,247,498,129.27,36,260,308,30.80,3,58,25.8233
968,15,14,14,2098,1389,265,611,92.60,30,154,314,22.43,4,102,29.8691
969,11,10,10,2210,1510,228,578,137.27,45,357,306,30.60,3,79,21.3222
970,15,14,14,2095,1378,296,584,91.87,30,240,358,25.57,3,113,23.8752
971,10,9,9,2029,1433,242,491,143.30,60,513,256,28.44,4,104,21.6030
972,14,13,13,2059,1341,271,584,95.79,45,288,288,22.15,4,114,24.0481
973,11,10,10,1740,1116,211,522,101.45,30,210,251,25.10,4,103,20.3492
974,15,14,14,2279,1531,264,656,102.07,35,252,297,21.21,4,102,26.3956
975,12,11,11,1850,1222,258,494,101.83,30,260,294,26.73,4,104,20.0923
976,15,14,14,2053,1362,289,572,90.80,30,165,335,23.93,4,81,22.8137
977,12,11,11,1710,1091,232,512,90.92,35,182,269,24.45,4,92,18.9518
978,15,14,14,1884,1223,262,524,81.53,25,480,351,25.07,3,96,21.0260
979,14,13,13,1925,1263,253,520,90.21,40,171,295,22.69,4,106,21.5460
980,13,12,12,2172,1503,303,529,115.62,40,198,322,26.83,4,99,23.3937
981,16,15,15,1754,1100,280,513,68.75,25,168,323,21.53,4,98,18.8144
982,13,12,12,2513,1824,286,599,140.31,35,468,329,27.42,3,100,27.7959
983,13,12,12,1603,959,268,488,73.77,40,135,309,25.75,3,98,16.9218
984,14,13,13,2020,1283,267,620,91.64,48,209,285,21.92,4,95,22.5328
985,14,13,13,1983,1293,295,559,92.36,25,312,331,25.46,4,98,21.8325
986,12,11,11,2397,1689,340,531,140.75,25,648,378,34.36,3,89,25.1620
987,16,15,15,2565,1775,266,701,110.94,30,432,323,21.53,4,100,30.0662
988,12,11,11,2099,1432,301,531,119.33,35,247,339,30.82,3,98,35.3914
989,14,13,13,2162,1516,290,547,108.29,30,273,323,24.85,3,117,24.1345
990,12,11,11,1846,1220,259,511,101.67,30,225,304,27.64,3,91,19.7390
991,15,14,14,2295,1656,288,542,110.40,36,275,318,22.71,4,101,25.1334
992,12,11,11,2117,1497,305,501,124.75,40,323,341,31.00,3,106,22.7105
993,14,13,13,2190,1503,311,553,107.36,25,306,340,26.15,4,99,23.8320
994,11,10,10,2318,1744,211,504,158.55,42,660,239,23.90,4,91,25.1737
995,14,13,13,1862,1205,285,509,86.07,40,252,317,24.38,4,83,20.5454
996,11,10,10,1750,1184,196,484,107.64,30,323,211,21.10,4,95,17.0314
997,15,14,14,1947,1223,306,587,81.53,25,270,379,27.07,3,112,21.5353
998,12,11,11,1961,1319,237,527,109.92,25,289,275,25.00,4,92,20.0488
999,15,14,14,2007,1316,307,554,87.73,30,338,341,24.36,4,112,21.4147
1000,11,10,10,2167,1518,203,556,138.00,48,306,227,22.70,4,92,22.3797
